bio,lemmatized_tokens,flag_classification,reason
Night owl seeking fellow insomniac.,"['night', 'owl', 'seeking', 'fellow', 'insomniac']",🤷‍♂️No Clear Signal,[]
"Night owl, meme collector, chocolate lover.","['night', 'owl', 'meme', 'collector', 'chocolate', 'lover']",🌿Green Flag,['lover']
I overthink and nap simultaneously,"['overthink', 'nap', 'simultaneously']",🚩Red Flag,['overthink']
loyalty is my love language,"['loyalty', 'love', 'language']",🌿Green Flag,"['loyalty', 'love']"
Collector of quirky mugs and memories.,"['collector', 'quirky', 'mug', 'memory']",🤷‍♂️No Clear Signal,[]
just existing,['existing'],🤷‍♂️No Clear Signal,[]
Loves random road trips and laughter.,"['love', 'random', 'road', 'trip', 'laughter']",🌿Green Flag,['love']
"Amateur musician, coffee drinker.","['amateur', 'musician', 'coffee', 'drinker']",🌿Green Flag,['coffee']
Loves dancing badly but freely.,"['love', 'dancing', 'badly', 'freely']",🌿Green Flag,"['love', 'dancing']"
Loves dogs more than humans sometimes. 🐕,"['love', 'dog', 'human', 'sometimes']",🌿Green Flag,"['love', 'dog', 'human']"
music is life,"['music', 'life']",🌿Green Flag,['life']
love dogs & tacos,"['love', 'dog', 'taco']",🌿Green Flag,"['love', 'dog']"
Professional overthinker and occasional dancer 🤯💃,"['professional', 'overthinker', 'occasional', 'dancer']",🌿Green Flag,['professional']
i love life and i want someone to love it with,"['love', 'life', 'want', 'someone', 'love']",🌿Green Flag,"['love', 'life', 'love']"
emojis speak 4 me,"['emojis', 'speak']",🤷‍♂️No Clear Signal,[]
no boring convos or average kisses,"['boring', 'convos', 'average', 'kiss']",🚩Red Flag,['boring']
binge watcher,"['binge', 'watcher']",🤷‍♂️No Clear Signal,[]
might overthink,"['might', 'overthink']",🚩Red Flag,['overthink']
Dog mom looking for dog dad energy,"['dog', 'mom', 'looking', 'dog', 'dad', 'energy']",🌿Green Flag,"['dog', 'dog']"
Professional meme sharer,"['professional', 'meme', 'sharer']",🌿Green Flag,['professional']
"I steal fries, not hearts… usually","['steal', 'fry', 'heart', 'usually']",🚩Red Flag,['steal']
introverted extrovert,"['introverted', 'extrovert']",🤷‍♂️No Clear Signal,[]
I binge shows to avoid feelings.,"['binge', 'show', 'avoid', 'feeling']",🤷‍♂️No Clear Signal,[]
if u cant handle sarcasm dont talk to me,"['u', 'cant', 'handle', 'sarcasm', 'dont', 'talk']",🙂Mixed Signal,"['dont', 'sarcasm']"
"Loves karaoke, dancing, and ice cream runs.","['love', 'karaoke', 'dancing', 'ice', 'cream', 'run']",🌿Green Flag,"['love', 'dancing']"
i like affection & ignoring texts equally,"['like', 'affection', 'ignoring', 'text', 'equally']",🤷‍♂️No Clear Signal,[]
could be bad influence,"['could', 'bad', 'influence']",🚩Red Flag,['bad']
bored here,['bored'],🤷‍♂️No Clear Signal,[]
DOGS > HUMANS,"['dog', 'human']",🌿Green Flag,"['dog', 'human']"
i eat snacks like a king,"['eat', 'snack', 'like', 'king']",🤷‍♂️No Clear Signal,[]
"I flirt with danger, and humans.","['flirt', 'danger', 'human']",🙂Mixed Signal,"['human', 'flirt']"
big energy small wallet,"['big', 'energy', 'small', 'wallet']",🌿Green Flag,['small']
shy af,"['shy', 'af']",🤷‍♂️No Clear Signal,[]
"Pizza first, life second","['pizza', 'first', 'life', 'second']",🌿Green Flag,"['pizza', 'life']"
Pizza and sarcasm keep me alive.,"['pizza', 'sarcasm', 'keep', 'alive']",🙂Mixed Signal,"['pizza', 'sarcasm']"
I laugh at my own jokes constantly,"['laugh', 'joke', 'constantly']",🌿Green Flag,['laugh']
I overthink and nap simultaneously,"['overthink', 'nap', 'simultaneously']",🚩Red Flag,['overthink']
sarcastic queen,"['sarcastic', 'queen']",🤷‍♂️No Clear Signal,[]
Gamer looking for co-op partner.,"['gamer', 'looking', 'coop', 'partner']",🤷‍♂️No Clear Signal,[]
loves hugs more,"['love', 'hug']",🌿Green Flag,['love']
naps > responsibilities,"['nap', 'responsibility']",🤷‍♂️No Clear Signal,[]
Professional overthinker,"['professional', 'overthinker']",🌿Green Flag,['professional']
"nerdy, nurturing, and not into nonsense","['nerdy', 'nurturing', 'nonsense']",🌿Green Flag,['nurturing']
"hiking, baking, therapy — my holy trinity","['hiking', 'baking', 'therapy', 'holy', 'trinity']",🤷‍♂️No Clear Signal,[]
could steal ur hoodie,"['could', 'steal', 'ur', 'hoodie']",🚩Red Flag,['steal']
Can’t survive without coffee or memes.,"['cant', 'survive', 'without', 'coffee', 'meme']",🌿Green Flag,['coffee']
Obsessed with travel journals.,"['obsessed', 'travel', 'journal']",🚩Red Flag,['obsessed']
overthinker alert 🚨,"['overthinker', 'alert']",🤷‍♂️No Clear Signal,[]
Looking for someone to share pizza and laughs.,"['looking', 'someone', 'share', 'pizza', 'laugh']",🌿Green Flag,"['share', 'pizza', 'laugh']"
lolol,['lolol'],🤷‍♂️No Clear Signal,[]
"Coffee enthusiast, manipulative sometimes.","['coffee', 'enthusiast', 'manipulative', 'sometimes']",🌿Green Flag,"['coffee', 'enthusiast']"
Loves stargazing and midnight ice cream runs.,"['love', 'stargazing', 'midnight', 'ice', 'cream', 'run']",🌿Green Flag,['love']
"Coffee addict, bookworm, chaos seeker.","['coffee', 'addict', 'bookworm', 'chaos', 'seeker']",🙂Mixed Signal,"['coffee', 'bookworm', 'chaos']"
kinda wild,"['kinda', 'wild']",🤷‍♂️No Clear Signal,[]
good listener sometimes,"['good', 'listener', 'sometimes']",🌿Green Flag,['listener']
Flirts like it’s my cardio,"['flirt', 'like', 'cardio']",🚩Red Flag,['flirt']
Sarcasm and memes: my love language,"['sarcasm', 'meme', 'love', 'language']",🙂Mixed Signal,"['love', 'sarcasm']"
might annoy u,"['might', 'annoy', 'u']",🤷‍♂️No Clear Signal,[]
"Reads tarot, sometimes overanalyzes.","['read', 'tarot', 'sometimes', 'overanalyzes']",🤷‍♂️No Clear Signal,[]
Professional napper,"['professional', 'napper']",🌿Green Flag,['professional']
"love cats, tolerate ppl","['love', 'cat', 'tolerate', 'ppl']",🌿Green Flag,['love']
Goal is to build a life that feels soft & full,"['goal', 'build', 'life', 'feel', 'soft', 'full']",🌿Green Flag,"['life', 'soft']"
this app sucks and so do u probably,"['app', 'suck', 'u', 'probably']",🚩Red Flag,['suck']
Obsessed with photography and bad puns.,"['obsessed', 'photography', 'bad', 'pun']",🚩Red Flag,"['obsessed', 'bad']"
love horror movies,"['love', 'horror', 'movie']",🌿Green Flag,['love']
looking for someone to blame things on,"['looking', 'someone', 'blame', 'thing']",🚩Red Flag,['blame']
spicy but lonely,"['spicy', 'lonely']",🤷‍♂️No Clear Signal,[]
can cook 2 pasta dishes only,"['cook', 'pasta', 'dish']",🤷‍♂️No Clear Signal,[]
casual & messy,"['casual', 'messy']",🚩Red Flag,['messy']
chaotic mood,"['chaotic', 'mood']",🤷‍♂️No Clear Signal,[]
"Can cook a 5-star meal, but I’ll burn toast. 🍳","['cook', 'star', 'meal', 'ill', 'burn', 'toast']",🤷‍♂️No Clear Signal,[]
Beach bum with a love for books and coffee.,"['beach', 'bum', 'love', 'book', 'coffee']",🌿Green Flag,"['love', 'coffee']"
"won’t argue, will block","['wont', 'argue', 'block']",🚩Red Flag,['block']
"Coffee, chaos, and chill vibes ☕😎","['coffee', 'chaos', 'chill', 'vibe']",🙂Mixed Signal,"['coffee', 'chill', 'chaos']"
naps > anything,"['nap', 'anything']",🤷‍♂️No Clear Signal,[]
emo hours,"['emo', 'hour']",🤷‍♂️No Clear Signal,[]
coffee & chaos always,"['coffee', 'chaos', 'always']",🙂Mixed Signal,"['coffee', 'always', 'chaos']"
obsessed with shoes,"['obsessed', 'shoe']",🚩Red Flag,['obsessed']
I trip over flat surfaces,"['trip', 'flat', 'surface']",🤷‍♂️No Clear Signal,[]
not emotionally stable but i look like i am,"['emotionally', 'stable', 'look', 'like']",🙂Mixed Signal,"['stable', 'look']"
loves stars 🌌,"['love', 'star']",🌿Green Flag,['love']
messy & chaotic,"['messy', 'chaotic']",🚩Red Flag,['messy']
"Morning runner, midnight thinker.","['morning', 'runner', 'midnight', 'thinker']",🌿Green Flag,['morning']
"Fluent in sarcasm, awkward humor, and ice cream.","['fluent', 'sarcasm', 'awkward', 'humor', 'ice', 'cream']",🙂Mixed Signal,"['fluent', 'sarcasm']"
pizza addict & napper,"['pizza', 'addict', 'napper']",🌿Green Flag,['pizza']
"Yoga lover, ghosted recently.","['yoga', 'lover', 'ghosted', 'recently']",🌿Green Flag,['lover']
memes over humans,"['meme', 'human']",🌿Green Flag,['human']
do not ask me to chill if I just met u,"['ask', 'chill', 'met', 'u']",🌿Green Flag,['chill']
chill but intentional. open but grounded.,"['chill', 'intentional', 'open', 'grounded']",🌿Green Flag,"['chill', 'grounded']"
"I’m not perfect, but I’m consistent.","['im', 'perfect', 'im', 'consistent']",🌿Green Flag,['consistent']
I’ll hold the door open and your hand too,"['ill', 'hold', 'door', 'open', 'hand']",🤷‍♂️No Clear Signal,[]
Self-proclaimed foodie and snack hoarder.,"['selfproclaimed', 'foodie', 'snack', 'hoarder']",🤷‍♂️No Clear Signal,[]
Professional Netflix marathoner,"['professional', 'netflix', 'marathoner']",🌿Green Flag,['professional']
Pizza fanatic and professional napper 🍕😴,"['pizza', 'fanatic', 'professional', 'napper']",🌿Green Flag,"['pizza', 'professional']"
love horror movies,"['love', 'horror', 'movie']",🌿Green Flag,['love']
chill and messy,"['chill', 'messy']",🙂Mixed Signal,"['chill', 'messy']"
"Board game fanatic, forgets anniversaries.","['board', 'game', 'fanatic', 'forgets', 'anniversary']",🤷‍♂️No Clear Signal,[]
"if ur under 6ft, don’t waste my time","['ur', 'ft', 'dont', 'waste', 'time']",🙂Mixed Signal,"['dont', 'waste']"
"Loves festivals, ghosts after one night.","['love', 'festival', 'ghost', 'one', 'night']",🙂Mixed Signal,"['love', 'ghost']"
gym > everything else,"['gym', 'everything', 'else']",🤷‍♂️No Clear Signal,[]
"Love traveling, hate airport lines. ✈️","['love', 'traveling', 'hate', 'airport', 'line']",🌿Green Flag,['love']
naps are life,"['nap', 'life']",🌿Green Flag,['life']
messy hair don’t care,"['messy', 'hair', 'dont', 'care']",🙂Mixed Signal,"['dont', 'messy']"
i overreact sometimes,"['overreact', 'sometimes']",🤷‍♂️No Clear Signal,[]
messy & fun vibes,"['messy', 'fun', 'vibe']",🚩Red Flag,['messy']
Amateur painter seeking inspiration and laughter,"['amateur', 'painter', 'seeking', 'inspiration', 'laughter']",🤷‍♂️No Clear Signal,[]
pizza > everything else,"['pizza', 'everything', 'else']",🌿Green Flag,['pizza']
Fitness junkie with a soft spot for puppies.,"['fitness', 'junkie', 'soft', 'spot', 'puppy']",🌿Green Flag,['soft']
"Love adventures, hate feelings.","['love', 'adventure', 'hate', 'feeling']",🌿Green Flag,['love']
"Adventure awaits, and I’m ready ✈️🔥","['adventure', 'awaits', 'im', 'ready']",🤷‍♂️No Clear Signal,[]
Living life one cup of coffee at a time ☕✨,"['living', 'life', 'one', 'cup', 'coffee', 'time']",🌿Green Flag,"['life', 'coffee']"
i overthink constantly,"['overthink', 'constantly']",🚩Red Flag,['overthink']
Currently avoiding adulthood,"['currently', 'avoiding', 'adulthood']",🤷‍♂️No Clear Signal,[]
Plant collector seeking green thumb friend.,"['plant', 'collector', 'seeking', 'green', 'thumb', 'friend']",🤷‍♂️No Clear Signal,[]
not looking 4 serious,"['looking', 'serious']",🤷‍♂️No Clear Signal,[]
Flirting like an art form,"['flirting', 'like', 'art', 'form']",🤷‍♂️No Clear Signal,[]
tacos before humans,"['taco', 'human']",🌿Green Flag,['human']
"Pet lover, sometimes overreacts.","['pet', 'lover', 'sometimes', 'overreacts']",🌿Green Flag,['lover']
Fitness enthusiast with a sweet tooth.,"['fitness', 'enthusiast', 'sweet', 'tooth']",🌿Green Flag,['enthusiast']
overthinker but loveable,"['overthinker', 'loveable']",🤷‍♂️No Clear Signal,[]
i talk 2 myself,['talk'],🤷‍♂️No Clear Signal,[]
Will judge you for bad coffee.,"['judge', 'bad', 'coffee']",🙂Mixed Signal,"['coffee', 'bad']"
i scream at games,"['scream', 'game']",🤷‍♂️No Clear Signal,[]
i love disney,"['love', 'disney']",🌿Green Flag,['love']
"Pizza enthusiast, people optional","['pizza', 'enthusiast', 'people', 'optional']",🌿Green Flag,"['pizza', 'enthusiast']"
"Enjoys concerts, avoids real-life drama.","['enjoys', 'concert', 'avoids', 'reallife', 'drama']",🚩Red Flag,['drama']
obsessed w fashion,"['obsessed', 'w', 'fashion']",🚩Red Flag,['obsessed']
my ex was the problem. obviously.,"['ex', 'problem', 'obviously']",🚩Red Flag,['ex']
lowkey clingy,"['lowkey', 'clingy']",🌿Green Flag,['clingy']
likes kisses more than texts,"['like', 'kiss', 'text']",🤷‍♂️No Clear Signal,[]
"Coffee addict, book hoarder, nap enthusiast.","['coffee', 'addict', 'book', 'hoarder', 'nap', 'enthusiast']",🌿Green Flag,"['coffee', 'enthusiast']"
"Caffeine in, chaos out","['caffeine', 'chaos']",🚩Red Flag,['chaos']
messy but fun,"['messy', 'fun']",🚩Red Flag,['messy']
"I love hiking, hate social obligations.","['love', 'hiking', 'hate', 'social', 'obligation']",🌿Green Flag,['love']
Loves spontaneous road trips and bad jokes.,"['love', 'spontaneous', 'road', 'trip', 'bad', 'joke']",🙂Mixed Signal,"['love', 'bad']"
Professional chaos coordinator,"['professional', 'chaos', 'coordinator']",🙂Mixed Signal,"['professional', 'chaos']"
Cat enthusiast seeking fellow animal lover.,"['cat', 'enthusiast', 'seeking', 'fellow', 'animal', 'lover']",🌿Green Flag,"['enthusiast', 'lover']"
netflix and eat,"['netflix', 'eat']",🤷‍♂️No Clear Signal,[]
i’m okay alone. just think life’s better together,"['im', 'okay', 'alone', 'think', 'life', 'better', 'together']",🌿Green Flag,['life']
Currently ignoring adulthood creatively,"['currently', 'ignoring', 'adulthood', 'creatively']",🤷‍♂️No Clear Signal,[]
Netflix & tacos,"['netflix', 'taco']",🤷‍♂️No Clear Signal,[]
emojis r my love language 😎,"['emojis', 'r', 'love', 'language']",🌿Green Flag,['love']
Fluent in emojis and sarcasm 😎😂,"['fluent', 'emojis', 'sarcasm']",🙂Mixed Signal,"['fluent', 'sarcasm']"
"I roast, then apologize with dessert.","['roast', 'apologize', 'dessert']",🌿Green Flag,['apologize']
sleepy queen,"['sleepy', 'queen']",🤷‍♂️No Clear Signal,[]
messy & fun,"['messy', 'fun']",🚩Red Flag,['messy']
bored rn,"['bored', 'rn']",🤷‍♂️No Clear Signal,[]
"Love coffee, hate mornings.","['love', 'coffee', 'hate', 'morning']",🌿Green Flag,"['love', 'coffee', 'morning']"
Gym rat with a soft spot for puppies.,"['gym', 'rat', 'soft', 'spot', 'puppy']",🌿Green Flag,['soft']
"love memes, hate drama","['love', 'meme', 'hate', 'drama']",🙂Mixed Signal,"['love', 'drama']"
coffee > conversation,"['coffee', 'conversation']",🌿Green Flag,['coffee']
"Fitness lover, chocolate enthusiast.","['fitness', 'lover', 'chocolate', 'enthusiast']",🌿Green Flag,"['lover', 'enthusiast']"
will hype you up and also remind you to hydrate,"['hype', 'also', 'remind', 'hydrate']",🌿Green Flag,['hydrate']
"Coffee addict, ignores small promises.","['coffee', 'addict', 'ignores', 'small', 'promise']",🌿Green Flag,"['coffee', 'small']"
Big fan of awkward dancing in public.,"['big', 'fan', 'awkward', 'dancing', 'public']",🌿Green Flag,['dancing']
I like soft people with sharp wit,"['like', 'soft', 'people', 'sharp', 'wit']",🌿Green Flag,['soft']
Introvert seeking someone to share awkward silences with.,"['introvert', 'seeking', 'someone', 'share', 'awkward', 'silence']",🌿Green Flag,['share']
Flirting: my full-time sport,"['flirting', 'fulltime', 'sport']",🤷‍♂️No Clear Signal,[]
i sing in shower sometimes,"['sing', 'shower', 'sometimes']",🤷‍♂️No Clear Signal,[]
maybe your future ex idk,"['maybe', 'future', 'ex', 'idk']",🚩Red Flag,['ex']
don’t ask what i’m looking for. idk either,"['dont', 'ask', 'im', 'looking', 'idk', 'either']",🌿Green Flag,['dont']
Obsessed with spontaneous trips.,"['obsessed', 'spontaneous', 'trip']",🚩Red Flag,['obsessed']
I listen. I apologize. I grow.,"['listen', 'apologize', 'grow']",🌿Green Flag,['apologize']
just vibin here,['vibin'],🤷‍♂️No Clear Signal,[]
"tall, sad, and emotionally avoidant","['tall', 'sad', 'emotionally', 'avoidant']",🚩Red Flag,['avoidant']
loves strangers,"['love', 'stranger']",🌿Green Flag,['love']
single and sad,"['single', 'sad']",🤷‍♂️No Clear Signal,[]
"Introvert on Mondays, wild on weekends. 🐢🎉","['introvert', 'monday', 'wild', 'weekend']",🤷‍♂️No Clear Signal,[]
Living for laughter and spontaneous adventures 😂✈️,"['living', 'laughter', 'spontaneous', 'adventure']",🤷‍♂️No Clear Signal,[]
Introverted extrovert,"['introverted', 'extrovert']",🤷‍♂️No Clear Signal,[]
"i overthink, then nap","['overthink', 'nap']",🚩Red Flag,['overthink']
just vibin,['vibin'],🤷‍♂️No Clear Signal,[]
pizza > salad fight me,"['pizza', 'salad', 'fight']",🙂Mixed Signal,"['pizza', 'fight']"
Movie buff with a popcorn addiction.,"['movie', 'buff', 'popcorn', 'addiction']",🤷‍♂️No Clear Signal,[]
Flirting: my full-time sport,"['flirting', 'fulltime', 'sport']",🤷‍♂️No Clear Signal,[]
I’m sweet until someone crosses me.,"['im', 'sweet', 'someone', 'cross']",🤷‍♂️No Clear Signal,[]
