bio,gender,age,city,gender,platform,filtered_tokens,lemmatized_tokens,flag_classification,reason
pizza is bae,Female,44,San Fransisco,Female,CMB,"['pizza', 'bae']","['pizza', 'bae']",🌿Green Flag,"pizza, pizza"
"Foodie, flaky.",Non-binary,42,Dallas,Non-binary,OkCupid,"['foodie', 'flaky']","['foodie', 'flaky']",🚩Red Flag,flaky
"Late-night drives, early regrets.",Non-binary,29,New York,Non-binary,OkCupid,"['latenight', 'drives', 'early', 'regrets']","['drive', 'early', 'regret']",🤷‍♂️No Clear Signal,
pizza & chaos energy,Female,32,New York,Female,Tinder,"['pizza', 'chaos', 'energy']","['pizza', 'chaos', 'energy']",🚩Red Flag,"chaos, pizza, pizza, chaos"
sarcasm is my cardio,Non-binary,21,Dallas,Non-binary,CMB,"['sarcasm', 'cardio']","['sarcasm', 'cardio']",🚩Red Flag,sarcasm
"I flirt, then ghost for fun",Female,22,Dallas,Female,Bumble,"['flirt', 'ghost', 'fun']","['flirt', 'ghost', 'fun']",🚩Red Flag,"ghost, flirt, ghost, flirt"
Gamer with a love for retro consoles.,Female,40,Las Vegas,Female,Tinder,"['gamer', 'love', 'retro', 'consoles']","['gamer', 'love', 'retro', 'console']",🌿Green Flag,love
"Flirt responsibly, snack recklessly",Male,31,Houston,Male,Tinder,"['flirt', 'responsibly', 'snack', 'recklessly']","['flirt', 'responsibly', 'snack', 'recklessly']",🚩Red Flag,"flirt, flirt"
love sarcasm & chaos,Male,44,San Fransisco,Male,Hinge,"['love', 'sarcasm', 'chaos']","['love', 'sarcasm', 'chaos']",🚩Red Flag,"sarcasm, chaos, love, chaos"
love pizza,Non-binary,31,LA,Non-binary,CMB,"['love', 'pizza']","['love', 'pizza']",🌿Green Flag,"love, pizza, pizza"
Professional napper,Non-binary,20,Philadelphia,Non-binary,Bumble,"['professional', 'napper']","['professional', 'napper']",🌿Green Flag,professional
"Knows all memes, avoids confrontation.",Male,20,Philadelphia,Male,Bumble,"['knows', 'memes', 'avoids', 'confrontation']","['know', 'meme', 'avoids', 'confrontation']",🌿Green Flag,meme
i scream sometimes,Non-binary,19,San Fransisco,Non-binary,Hinge,"['scream', 'sometimes']","['scream', 'sometimes']",🙂Mixed Flag,sometimes
tacos before love,Non-binary,31,Chicago,Non-binary,OkCupid,"['tacos', 'love']","['taco', 'love']",🌿Green Flag,love
"Gamer, foodie, coffee addict.",Female,22,LA,Female,Bumble,"['gamer', 'foodie', 'coffee', 'addict']","['gamer', 'foodie', 'coffee', 'addict']",🌿Green Flag,"coffee, coffee"
Currently avoiding adulthood creatively,Male,33,Houston,Male,OkCupid,"['currently', 'avoiding', 'adulthood', 'creatively']","['currently', 'avoid', 'adulthood', 'creatively']",🙂Mixed Flag,currently
chaotic queen,Non-binary,24,San Fransisco,Non-binary,Tinder,"['chaotic', 'queen']","['chaotic', 'queen']",🙂Mixed Flag,chaotic
lol,Non-binary,32,Chicago,Non-binary,Tinder,['lol'],['lol'],🤷‍♂️No Clear Signal,
looking for someone to steal fries with,Male,20,Las Vegas,Male,OkCupid,"['looking', 'someone', 'steal', 'fries']","['look', 'someone', 'steal', 'fry']",🚩Red Flag,"steal, look"
"I may ghost you, but I’ll leave memes",Male,29,San Fransisco,Male,Tinder,"['may', 'ghost', 'ill', 'leave', 'memes']","['may', 'ghost', 'leave', 'meme']",🚩Red Flag,"ghost, ghost, meme"
Sarcasm: my second language,Female,39,Dallas,Female,Bumble,"['sarcasm', 'second', 'language']","['sarcasm', 'second', 'language']",🚩Red Flag,sarcasm
love sarcasm more than humans,Non-binary,34,Philadelphia,Non-binary,CMB,"['love', 'sarcasm', 'humans']","['love', 'sarcasm', 'human']",🚩Red Flag,"sarcasm, human, love, human"
cute girl. bad choices,Female,30,Chicago,Female,Bumble,"['cute', 'girl', 'bad', 'choices']","['cute', 'girl', 'bad', 'choice']",🚩Red Flag,"bad, bad, bad"
like 2 dogs,Non-binary,36,Philadelphia,Non-binary,CMB,"['like', 'dogs']","['like', 'dog']",🌿Green Flag,"dog, dog, like"
Coffee-fueled and slightly sarcastic ☕😏,Male,35,Houston,Male,Bumble,"['coffeefueled', 'slightly', 'sarcastic']","['slightly', 'sarcastic']",🤷‍♂️No Clear Signal,
messy & fun vibes,Non-binary,34,Dallas,Non-binary,Tinder,"['messy', 'fun', 'vibes']","['messy', 'fun', 'vibe']",🚩Red Flag,"messy, messy, messy"
binge eat & regret later,Male,42,Chicago,Male,Tinder,"['binge', 'eat', 'regret', 'later']","['binge', 'eat', 'regret', 'later']",🤷‍♂️No Clear Signal,
Coffee addict with a soft heart.,Female,30,New York,Female,OkCupid,"['coffee', 'addict', 'soft', 'heart']","['coffee', 'addict', 'soft', 'heart']",🌿Green Flag,"soft, coffee, coffee"
will catch feelings but pretend i didn’t,Male,45,San Fransisco,Male,Hinge,"['catch', 'feelings', 'pretend', 'didnt']","['catch', 'feeling', 'pretend']",🚩Red Flag,"pretend, feeling"
Amateur painter seeking inspiration.,Non-binary,26,LA,Non-binary,Hinge,"['amateur', 'painter', 'seeking', 'inspiration']","['amateur', 'painter', 'seek', 'inspiration']",🙂Mixed Flag,amateur
Loves hiking but hates bugs.,Male,36,Houston,Male,Bumble,"['loves', 'hiking', 'hates', 'bugs']","['love', 'hike', 'hate', 'bug']",🚩Red Flag,"hate, love"
Could be sweet… then savage. 🍬🗡️,Non-binary,33,San Fransisco,Non-binary,CMB,"['could', 'sweet', 'savage']","['could', 'savage']",🤷‍♂️No Clear Signal,
I run on sarcasm and pizza,Male,38,San Fransisco,Male,Tinder,"['run', 'sarcasm', 'pizza']","['run', 'sarcasm', 'pizza']",🚩Red Flag,"sarcasm, pizza, pizza"
therapist said I’m doing well. let’s test that theory,Female,31,San Fransisco,Female,Hinge,"['therapist', 'said', 'im', 'well', 'lets', 'test', 'theory']","['therapist', 'say', 'well', 'let', 'test', 'theory']",🤷‍♂️No Clear Signal,
don’t even bother,Male,32,Chicago,Male,CMB,"['dont', 'even', 'bother']","['even', 'bother']",🤷‍♂️No Clear Signal,
"Weekend bruncher, weekday napper.",Male,40,LA,Male,Hinge,"['weekend', 'bruncher', 'weekday', 'napper']","['weekend', 'bruncher', 'weekday', 'napper']",🤷‍♂️No Clear Signal,
loves surprises,Female,33,New York,Female,Bumble,"['loves', 'surprises']","['love', 'surprise']",🌿Green Flag,love
Therapist said this might help 💀,Non-binary,41,Houston,Non-binary,Tinder,"['therapist', 'said', 'might', 'help']","['therapist', 'say', 'might', 'help']",🤷‍♂️No Clear Signal,
kinda lost,Male,31,Houston,Male,OkCupid,"['kinda', 'lost']","['kinda', 'lose']",🤷‍♂️No Clear Signal,
introvert but fun,Female,44,New York,Female,CMB,"['introvert', 'fun']","['introvert', 'fun']",🙂Mixed Flag,introvert
"Will steal your fries, politely",Female,23,Philadelphia,Female,CMB,"['steal', 'fries', 'politely']","['steal', 'fry', 'politely']",🚩Red Flag,steal
Foodie with commitment issues.,Female,22,Las Vegas,Female,Bumble,"['foodie', 'commitment', 'issues']","['foodie', 'commitment', 'issue']",🤷‍♂️No Clear Signal,
bad at texting,Female,34,Las Vegas,Female,CMB,"['bad', 'texting']","['bad', 'texting']",🚩Red Flag,"bad, bad, bad"
"love sarcasm, hate liars",Non-binary,22,Philadelphia,Non-binary,Bumble,"['love', 'sarcasm', 'hate', 'liars']","['love', 'sarcasm', 'hate', 'liar']",🚩Red Flag,"sarcasm, hate, love"
i write too much,Male,33,Chicago,Male,Hinge,"['write', 'much']","['write', 'much']",🙂Mixed Flag,much
chaotic brain vibes,Female,40,Houston,Female,CMB,"['chaotic', 'brain', 'vibes']","['chaotic', 'brain', 'vibe']",🙂Mixed Flag,"chaotic, brain"
i overthink everything,Male,32,Houston,Male,Tinder,"['overthink', 'everything']","['overthink', 'everything']",🚩Red Flag,"overthink, overthink, overthink"
Sneakerhead and streetwear enthusiast.,Male,22,San Fransisco,Male,Hinge,"['sneakerhead', 'streetwear', 'enthusiast']","['sneakerhead', 'streetwear', 'enthusiast']",🌿Green Flag,enthusiast
sarcasm is life,Female,40,Dallas,Female,Bumble,"['sarcasm', 'life']","['sarcasm', 'life']",🚩Red Flag,"sarcasm, life"
Professional meme curator,Female,34,Dallas,Female,Bumble,"['professional', 'meme', 'curator']","['professional', 'meme', 'curator']",🌿Green Flag,"professional, meme"
memes & naps,Male,45,New York,Male,Bumble,"['memes', 'naps']","['meme', 'nap']",🌿Green Flag,"nap, meme"
"Will steal your fries, politely",Male,34,Houston,Male,Tinder,"['steal', 'fries', 'politely']","['steal', 'fry', 'politely']",🚩Red Flag,steal
meh whatever,Male,21,Dallas,Male,OkCupid,"['meh', 'whatever']","['meh', 'whatever']",🤷‍♂️No Clear Signal,
Amateur chef with a taste for adventure.,Female,40,Dallas,Female,Hinge,"['amateur', 'chef', 'taste', 'adventure']","['amateur', 'chef', 'taste', 'adventure']",🙂Mixed Flag,amateur
be TALLER than me in heels or don’t bother,Male,24,Chicago,Male,Bumble,"['taller', 'heels', 'dont', 'bother']","['taller', 'heel', 'bother']",🚩Red Flag,taller
"Cat parent, flaky mid-day.",Male,32,Houston,Male,Tinder,"['cat', 'parent', 'flaky', 'midday']","['cat', 'parent', 'flaky']",🚩Red Flag,flaky
"Dog whisperer, human negotiator",Non-binary,33,Houston,Non-binary,OkCupid,"['dog', 'whisperer', 'human', 'negotiator']","['dog', 'whisperer', 'human', 'negotiator']",🌿Green Flag,"dog, human, dog, human"
"Loves concerts, flaky.",Female,19,San Fransisco,Female,Hinge,"['loves', 'concerts', 'flaky']","['love', 'concert', 'flaky']",🚩Red Flag,"flaky, love"
Beach lover who’s always planning the next adventure.,Non-binary,41,Las Vegas,Non-binary,Tinder,"['beach', 'lover', 'whos', 'always', 'planning', 'next', 'adventure']","['beach', 'lover', 'always', 'plan', 'next', 'adventure']",🌿Green Flag,"always, lover"
coffee > everything else,Female,23,Las Vegas,Female,Bumble,"['coffee', 'everything', 'else']","['coffee', 'everything', 'else']",🌿Green Flag,"coffee, coffee"
introvert vibes forever,Female,35,New York,Female,Bumble,"['introvert', 'vibes', 'forever']","['introvert', 'vibe', 'forever']",🙂Mixed Flag,introvert
loves hugs more than u,Non-binary,29,Philadelphia,Non-binary,Hinge,"['loves', 'hugs', 'u']","['love', 'hug']",🌿Green Flag,love
"Beach hair, don’t care, tacos in hand.",Male,21,Philadelphia,Male,Hinge,"['beach', 'hair', 'dont', 'care', 'tacos', 'hand']","['beach', 'hair', 'care', 'tacos', 'hand']",🤷‍♂️No Clear Signal,
single & spicy,Non-binary,37,Chicago,Non-binary,CMB,"['single', 'spicy']","['single', 'spicy']",🤷‍♂️No Clear Signal,
my brain never stops,Non-binary,45,San Fransisco,Non-binary,OkCupid,"['brain', 'never', 'stops']","['brain', 'never', 'stop']",🙂Mixed Flag,brain
Currently mastering the art of doing nothing,Non-binary,31,LA,Non-binary,Bumble,"['currently', 'mastering', 'art', 'nothing']","['currently', 'master', 'art', 'nothing']",🙂Mixed Flag,currently
i overcommit,Non-binary,21,LA,Non-binary,Bumble,['overcommit'],['overcommit'],🤷‍♂️No Clear Signal,
"Healing, growing, & keeping plants alive 🌿",Male,21,Houston,Male,Hinge,"['healing', 'growing', 'keeping', 'plants', 'alive']","['heal', 'grow', 'keep', 'plant', 'alive']",🤷‍♂️No Clear Signal,
sleepy queen,Female,29,Philadelphia,Female,Bumble,"['sleepy', 'queen']","['sleepy', 'queen']",🤷‍♂️No Clear Signal,
"Amateur chef, full-time overthinker.",Male,36,Chicago,Male,OkCupid,"['amateur', 'chef', 'fulltime', 'overthinker']","['amateur', 'chef', 'overthinker']",🙂Mixed Flag,amateur
sarcasm queen,Male,27,LA,Male,CMB,"['sarcasm', 'queen']","['sarcasm', 'queen']",🚩Red Flag,sarcasm
coder at heart,Female,19,Dallas,Female,Hinge,"['coder', 'heart']","['coder', 'heart']",🤷‍♂️No Clear Signal,
obsessed with skincare,Male,34,Philadelphia,Male,Hinge,"['obsessed', 'skincare']","['obsess', 'skincare']",🚩Red Flag,obsess
"I’ll binge, complain, then nap.",Female,22,Dallas,Female,Bumble,"['ill', 'binge', 'complain', 'nap']","['binge', 'complain', 'nap']",🌿Green Flag,nap
Chill vibes with chaotic bursts.,Female,21,San Fransisco,Female,OkCupid,"['chill', 'vibes', 'chaotic', 'bursts']","['chill', 'vibes', 'chaotic', 'burst']",🌿Green Flag,"chill, chill, chaotic"
i like bad boys but hate being hurt,Non-binary,29,Las Vegas,Non-binary,CMB,"['like', 'bad', 'boys', 'hate', 'hurt']","['like', 'bad', 'boy', 'hate', 'hurt']",🚩Red Flag,"hate, bad, bad, bad, like"
loves attention,Female,27,Las Vegas,Female,Tinder,"['loves', 'attention']","['love', 'attention']",🚩Red Flag,"attention, love, attention"
"Loves dancing, shy in real life.",Non-binary,29,New York,Non-binary,Tinder,"['loves', 'dancing', 'shy', 'real', 'life']","['love', 'dance', 'shy', 'real', 'life']",🌿Green Flag,"dance, real, life, love, dance"
spontaneous naps ftw,Male,27,Dallas,Male,Bumble,"['spontaneous', 'naps', 'ftw']","['spontaneous', 'nap', 'ftw']",🌿Green Flag,nap
Currently ignoring responsibilities,Female,27,Chicago,Female,CMB,"['currently', 'ignoring', 'responsibilities']","['currently', 'ignore', 'responsibility']",🙂Mixed Flag,currently
drama magnet,Male,33,Philadelphia,Male,OkCupid,"['drama', 'magnet']","['drama', 'magnet']",🚩Red Flag,drama
"I steal fries, not hearts… usually",Male,18,Las Vegas,Male,Bumble,"['steal', 'fries', 'hearts', 'usually']","['steal', 'fry', 'usually']",🚩Red Flag,steal
Will steal your fries and your hoodie,Male,43,New York,Male,Bumble,"['steal', 'fries', 'hoodie']","['steal', 'fry', 'hoodie']",🚩Red Flag,steal
swipe right if ur emotionally reckless too,Female,22,Houston,Female,CMB,"['swipe', 'right', 'ur', 'emotionally', 'reckless']","['swipe', 'right', 'ur', 'emotionally', 'reckless']",🚩Red Flag,reckless
Always chasing sunsets and good vibes 🌅✨,Non-binary,22,Las Vegas,Non-binary,Tinder,"['always', 'chasing', 'sunsets', 'good', 'vibes']","['always', 'chase', 'sunset', 'good', 'vibe']",🚩Red Flag,"chase, always"
messy hair don’t care,Non-binary,43,San Fransisco,Non-binary,OkCupid,"['messy', 'hair', 'dont', 'care']","['messy', 'hair', 'care']",🚩Red Flag,"messy, messy, messy"
lowkey dramatic,Non-binary,36,Philadelphia,Non-binary,Tinder,"['lowkey', 'dramatic']","['lowkey', 'dramatic']",🚩Red Flag,dramatic
Currently avoiding adulthood,Female,31,San Fransisco,Female,CMB,"['currently', 'avoiding', 'adulthood']","['currently', 'avoid', 'adulthood']",🙂Mixed Flag,currently
I live for spontaneous road trips and bad karaoke nights.,Female,19,Houston,Female,Hinge,"['live', 'spontaneous', 'road', 'trips', 'bad', 'karaoke', 'nights']","['live', 'spontaneous', 'road', 'trip', 'bad', 'karaoke', 'night']",🚩Red Flag,"bad, bad, bad"
"Could ghost, could obsess. 😶💘",Male,27,Philadelphia,Male,OkCupid,"['could', 'ghost', 'could', 'obsess']","['could', 'ghost', 'could', 'obsess']",🚩Red Flag,"ghost, obsess, ghost"
"Dog mom, chaos queen.",Female,27,Dallas,Female,Tinder,"['dog', 'mom', 'chaos', 'queen']","['dog', 'mom', 'chaos', 'queen']",🚩Red Flag,"chaos, dog, dog, chaos"
"big heart, messy life",Female,24,New York,Female,Bumble,"['big', 'heart', 'messy', 'life']","['big', 'heart', 'messy', 'life']",🚩Red Flag,"messy, messy, life, messy"
"Loves meditation, avoids tough talks.",Male,23,Las Vegas,Male,Tinder,"['loves', 'meditation', 'avoids', 'tough', 'talks']","['love', 'meditation', 'avoids', 'tough', 'talk']",🌿Green Flag,love
i like bad boys & good food,Non-binary,44,New York,Non-binary,Bumble,"['like', 'bad', 'boys', 'good', 'food']","['like', 'bad', 'boy', 'good', 'food']",🚩Red Flag,"bad, bad, bad, like"
"Fluent in movie quotes, sarcasm, and chaos.",Male,41,Houston,Male,Tinder,"['fluent', 'movie', 'quotes', 'sarcasm', 'chaos']","['fluent', 'movie', 'quote', 'sarcasm', 'chaos']",🚩Red Flag,"sarcasm, chaos, fluent, chaos, fluent"
awkward af,Non-binary,33,LA,Non-binary,Tinder,"['awkward', 'af']","['awkward', 'af']",🤷‍♂️No Clear Signal,
Gym rat💪 coffee addict,Non-binary,18,Dallas,Non-binary,Tinder,"['gym', 'rat', 'coffee', 'addict']","['gym', 'rat', 'coffee', 'addict']",🌿Green Flag,"coffee, coffee"
Beach walks and coffee runs > everything.,Non-binary,21,Houston,Non-binary,CMB,"['beach', 'walks', 'coffee', 'runs', 'everything']","['beach', 'walk', 'coffee', 'run', 'everything']",🌿Green Flag,"coffee, coffee"
coffee & pizza forever,Non-binary,35,Chicago,Non-binary,OkCupid,"['coffee', 'pizza', 'forever']","['coffee', 'pizza', 'forever']",🌿Green Flag,"coffee, pizza, coffee, pizza"
"Obsessed with dogs, street food, and spontaneity.",Non-binary,29,San Fransisco,Non-binary,Tinder,"['obsessed', 'dogs', 'street', 'food', 'spontaneity']","['obsessed', 'dog', 'street', 'food', 'spontaneity']",🚩Red Flag,"obsessed, dog, dog"
Will judge your memes,Non-binary,20,Dallas,Non-binary,Hinge,"['judge', 'memes']","['judge', 'meme']",🌿Green Flag,meme
"Foodie, ghosted recently.",Non-binary,45,Philadelphia,Non-binary,OkCupid,"['foodie', 'ghosted', 'recently']","['foodie', 'ghost', 'recently']",🚩Red Flag,"ghost, ghost"
naps are life,Female,19,Houston,Female,Hinge,"['naps', 'life']","['nap', 'life']",🌿Green Flag,"life, nap"
"I roast for fun, apologize rarely.",Female,31,Dallas,Female,Tinder,"['roast', 'fun', 'apologize', 'rarely']","['roast', 'fun', 'apologize', 'rarely']",🌿Green Flag,apologize
dont follow me,Female,33,Las Vegas,Female,OkCupid,"['dont', 'follow']","['dont', 'follow']",🌿Green Flag,dont
lowkey clingy,Non-binary,36,New York,Non-binary,OkCupid,"['lowkey', 'clingy']","['lowkey', 'clingy']",🌿Green Flag,clingy
"Dog mom, chaos enthusiast",Non-binary,27,Las Vegas,Non-binary,Bumble,"['dog', 'mom', 'chaos', 'enthusiast']","['dog', 'mom', 'chaos', 'enthusiast']",🚩Red Flag,"chaos, dog, enthusiast, dog, chaos"
Obsessed with stationery and planners.,Male,36,Philadelphia,Male,Hinge,"['obsessed', 'stationery', 'planners']","['obsess', 'stationery', 'planner']",🚩Red Flag,obsess
i cry at disney movies,Non-binary,32,Houston,Non-binary,OkCupid,"['cry', 'disney', 'movies']","['cry', 'disney', 'movie']",🤷‍♂️No Clear Signal,
“hi” is my vibe,Non-binary,28,Dallas,Non-binary,Hinge,"['hi', 'vibe']","['hi', 'vibe']",🤷‍♂️No Clear Signal,
Introverted extrovert,Male,43,San Fransisco,Male,Bumble,"['introverted', 'extrovert']","['introvert', 'extrovert']",🙂Mixed Flag,introvert
chaotic good. emphasis on chaotic,Female,30,Houston,Female,OkCupid,"['chaotic', 'good', 'emphasis', 'chaotic']","['chaotic', 'good', 'emphasis', 'chaotic']",🙂Mixed Flag,chaotic
"Obsessed with dogs, sunsets, and spontaneity",Non-binary,33,San Fransisco,Non-binary,OkCupid,"['obsessed', 'dogs', 'sunsets', 'spontaneity']","['obsessed', 'dog', 'sunset', 'spontaneity']",🚩Red Flag,"obsessed, dog, dog"
"Sweet chaos, occasional tears.",Male,44,San Fransisco,Male,CMB,"['sweet', 'chaos', 'occasional', 'tears']","['sweet', 'chaos', 'occasional', 'tear']",🚩Red Flag,"chaos, chaos"
Loves swimming but hates chlorine.,Male,41,Chicago,Male,Hinge,"['loves', 'swimming', 'hates', 'chlorine']","['love', 'swim', 'hate', 'chlorine']",🚩Red Flag,"hate, love"
ambitious but not ruthless,Male,44,San Fransisco,Male,OkCupid,"['ambitious', 'ruthless']","['ambitious', 'ruthless']",🌿Green Flag,ambitious
